0.251758	0.586297	0.235751	0.555325	1
0.602406	0.685482	0.326517	0.797768	0
0.218131	0.204335	0.764245	0.646562	1
0.138683	0.764151	0.225563	0.184366	1
0.769530	0.545799	0.297835	0.847856	0
0.581644	0.773595	0.141293	0.530629	0
0.842906	0.909484	0.030194	0.394828	0
0.780362	0.611767	0.284141	0.828691	0
0.829097	0.608826	0.272143	0.865375	0
0.824027	0.332790	0.372727	0.774605	0
0.422712	0.946031	0.234422	0.157197	0
0.115433	0.786142	0.232429	0.089473	1
0.629340	0.842741	0.173261	0.651263	0
0.380994	0.273556	0.592905	0.806351	1
0.342982	0.311498	0.477739	0.857498	1
0.709993	0.855362	0.082680	0.684307	0
0.922174	0.896321	0.021556	0.382953	0
0.559939	0.513356	0.471984	0.654437	0
0.806568	0.377699	0.392625	0.925457	0
0.412111	0.870771	0.332862	0.298181	0
0.458020	0.496632	0.212460	0.820461	1
0.731822	0.872395	0.044478	0.413286	0
0.789816	0.742313	0.122028	0.715228	0
0.478372	0.631281	0.100174	0.532748	1
0.621848	0.547890	0.128042	0.852207	1
0.265661	0.244444	0.720615	0.725340	1
0.793840	0.662099	0.258119	0.807880	0
0.742819	0.348430	0.391518	0.763553	0
0.375239	0.279595	0.471135	0.795064	1
0.757105	0.871699	0.054921	0.450440	0
0.398063	0.921021	0.347591	0.404703	0
0.885879	0.927992	0.040196	0.404348	0
0.192170	0.308943	0.698951	0.740155	1
0.235626	0.609522	0.263619	0.749090	1
0.726550	0.601238	0.318763	0.809173	0
0.377482	0.185596	0.602869	0.757557	1
0.143825	0.298256	0.712090	0.741801	1
0.555068	0.709254	0.273694	0.738979	0
0.486303	0.608052	0.100584	0.717109	1
0.800850	0.649478	0.258968	0.813171	0
0.554201	0.781109	0.242764	0.739685	0
0.499338	0.456289	0.573636	0.774723	0
0.797842	0.414325	0.335227	0.810584	0
0.814162	0.803328	0.108407	0.679369	0
0.612408	0.650327	0.053004	0.632096	1
0.437650	0.275262	0.469068	0.871137	1
0.716101	0.532094	0.425477	0.755087	0
0.696082	0.815021	0.217554	0.617165	0
0.699702	0.633915	0.312232	0.794241	0
0.255003	0.045142	0.880811	0.708879	1
0.535224	0.541929	0.260336	0.736863	0
0.566504	0.857997	0.135133	0.397065	0
0.317411	0.350133	0.485455	0.764611	1
0.684710	0.626327	0.236341	0.772136	0
0.438661	0.518776	0.495681	0.642443	0
0.237385	0.011768	0.985603	0.524755	1
0.312925	0.576463	0.263729	0.768961	1
0.509081	0.840649	0.287979	0.416578	0
0.550264	0.918469	0.167907	0.383771	0
0.170593	0.303446	0.700243	0.746857	1
0.298776	0.492760	0.339914	0.902534	1
0.322862	0.298720	0.486712	0.781542	1
0.177769	0.644520	0.256458	0.691125	1
0.524012	0.495857	0.210319	0.886540	1
0.111921	0.856058	0.211020	0.233858	1
0.457443	0.389003	0.405247	0.914055	1
0.576150	0.493999	0.537463	0.715816	0
0.467916	0.218891	0.517014	0.844917	1
0.281642	0.531165	0.340690	0.771431	1
0.782713	0.895007	0.053409	0.362376	0
0.693154	0.350444	0.485567	0.784364	0
0.299908	0.581649	0.257417	0.735099	1
0.418241	0.451103	0.205078	0.758144	1
0.647946	0.754703	0.231691	0.830103	0
0.318276	0.522106	0.305068	0.865728	1
0.870548	0.329384	0.378599	0.755675	0
0.619454	0.858925	0.157387	0.619284	0
0.530770	0.478203	0.274875	0.857851	1
0.545190	0.525048	0.191494	0.864670	1
0.722151	0.771197	0.216077	0.842095	0
0.480152	0.476189	0.574558	0.822342	0
0.751264	0.362137	0.415840	0.874546	0
0.254138	0.622997	0.234385	0.667376	1
0.375210	0.175299	0.625830	0.767786	1
0.750016	0.902903	0.067030	0.440919	0
0.836654	0.424776	0.341500	0.924284	0
0.532040	0.771197	0.257750	0.726633	0
0.510014	0.476035	0.288130	0.847622	1
0.522963	0.498103	0.560570	0.859967	0
0.804924	0.410762	0.316919	0.838568	0
0.575785	0.734497	0.308540	0.747680	0
0.562760	0.733179	0.279234	0.718520	0
0.303990	0.177080	0.618412	0.687950	1
0.680311	0.685867	0.012807	0.513698	1
0.446747	0.632598	0.097999	0.510052	1
0.201783	0.026556	0.964857	0.522518	1
0.327975	0.648007	0.168609	0.518281	1
0.476869	0.509872	0.229623	0.763082	1
0.765723	0.881147	0.056286	0.462315	0
0.232337	0.026867	0.958253	0.567664	1
0.438555	0.616261	0.093200	0.657965	1
0.482732	0.500890	0.207108	0.834217	1
0.863315	0.525745	0.236673	0.807880	0
0.401243	0.520712	0.177651	0.733100	1
0.574880	0.373288	0.427725	0.750384	0
0.650751	0.861944	0.076038	0.607054	0
0.760127	0.633758	0.237486	0.762259	0
0.605665	0.673867	0.319650	0.806469	0
0.700005	0.917769	0.081276	0.398238	0
0.796479	0.380876	0.380959	0.801649	0
0.690767	0.612621	0.317914	0.795535	0
0.566668	0.696476	0.001068	0.224220	1
0.000000	0.859621	0.238888	0.351437	1
0.648977	0.323962	0.598738	0.647272	0
0.238849	0.029965	0.786947	0.533221	1
0.617305	0.728453	0.231801	0.774840	0
0.545299	0.393262	0.360807	0.687717	0
0.539656	0.625706	0.413923	0.842331	0
0.407705	0.983199	0.257492	0.090883	0
0.754797	0.509872	0.262327	0.803764	0
0.615256	0.643670	0.054072	0.647617	1
0.771643	0.728147	0.153807	0.755675	0
0.434885	0.508246	0.188689	0.777545	1
0.506761	0.477042	0.187213	0.836334	1
0.880889	0.663570	0.142292	0.814347	0
0.020877	0.845297	0.225047	0.438564	1
0.190403	0.031282	0.902147	0.624458	1
0.248707	0.523964	0.258414	0.746974	1
0.324860	0.254974	0.607039	0.916292	1
0.395186	0.432596	0.411192	0.802706	1
0.271459	0.582809	0.235492	0.559672	1
0.678955	0.907239	0.098107	0.486183	0
0.757833	0.362986	0.412445	0.917465	0
0.289582	0.513046	0.257270	0.772254	1
0.822498	0.532714	0.289237	0.960965	0
0.768001	0.771971	0.177651	0.802942	0
0.690508	0.624389	0.192306	0.766139	0
0.440346	0.324505	0.423150	0.903353	1
0.730408	0.418661	0.323820	0.805411	0
0.584327	0.607202	0.336222	0.761789	0
0.380215	0.643824	0.175402	0.560963	1
0.674174	0.647697	0.252509	0.815405	0
0.791186	0.406272	0.323045	0.805293	0
0.548984	0.514442	0.281224	0.726161	0
0.316884	0.894697	0.170379	0.279831	0
0.425690	0.583198	0.525578	0.841037	0
0.431719	0.545102	0.154621	0.734746	1
0.772509	0.627408	0.264394	0.805176	0
0.711262	0.788929	0.192454	0.606472	0
